"Points:0","Points:1","Points:2","U:0","U:1","U:2"
-4.234,4.355,0.35201,0.11461,-0.05419,-0.086134
-4.2302,4.2643,0.45337,0.14027,-0.08021,-0.12976
-4.2321,4.1665,0.55246,0.15754,-0.071849,-0.15278
-4.3528,4.7449,0.05007,0.030252,-0.038442,-0.02221
-4.3414,4.6374,0.15019,0.075219,-0.012177,0.024701
-4.334,4.5358,0.25047,0.11652,0.0076989,0.024089
-4.3338,4.4422,0.35134,0.092351,-0.035318,-0.055008
-4.334,4.3508,0.45322,0.10735,-0.031287,-0.12245
-4.3325,4.2612,0.55664,0.12965,-0.035682,-0.14838
-4.3431,4.1611,0.65615,0.15761,0.037792,-0.16717
-4.456,4.8493,0.05006,0.015692,-0.017779,-0.032183
-4.4525,4.747,0.1502,0.022537,-0.024291,-0.034517
-4.4451,4.6424,0.25014,0.085491,0.0069879,0.021363
-4.4348,4.5363,0.3504,0.093048,0.010293,0.017768
-4.4317,4.4383,0.45176,0.075235,-0.029665,-0.090406
-4.4361,4.3481,0.55539,0.088796,-0.016653,-0.14187
-4.4401,4.261,0.66423,0.10081,-0.0044011,-0.16143
-4.4463,4.1661,0.76669,0.12759,0.063901,-0.15737
-4.5414,4.5455,0.45033,0.073385,0.007672,0.019126
-4.5347,4.4442,0.55219,0.058101,-0.024756,-0.11034
-4.5393,4.3524,0.65766,0.063887,-0.0068331,-0.14751
-4.5431,4.2641,0.76601,0.071439,0.014341,-0.15902
-4.5485,4.0582,0.75585,0.14232,0.081643,-0.072362
-4.5442,4.1669,0.86552,0.068004,0.010985,-0.15731
-4.6444,4.5531,0.55038,0.045383,0.00010893,0.011896
-4.6408,4.4563,0.65257,0.03658,-0.015669,-0.11332
-4.6426,4.3595,0.75784,0.037274,-0.0027031,-0.14472
-4.6442,4.2635,0.86126,0.037719,-0.005079,-0.1567
-4.6482,3.9552,0.74742,0.13344,0.022203,-0.066558
-4.647,4.0652,0.85798,0.076593,0.0096646,-0.12649
-4.6447,4.1626,0.95845,0.04254,-0.010041,-0.16402
-4.7454,4.5573,0.65044,0.016133,0.0027507,0.0065873
-4.7445,4.4638,0.75254,0.016562,-0.010447,-0.10583
-4.745,4.3635,0.8559,0.014135,-0.013979,-0.14545
-4.7455,4.2632,0.95682,0.018265,-0.021061,-0.17191
-4.7488,3.8539,0.74299,0.10652,-0.0095821,-0.054957
-4.7483,3.959,0.84558,0.073506,-0.014712,-0.10861
-4.7471,4.062,0.95408,0.042614,-0.02364,-0.16129
-4.7457,4.1609,1.0544,0.020093,-0.036596,-0.18627
-4.8474,4.5586,0.75044,0.0051831,-0.001081,0.0065148
-4.8471,4.4666,0.85206,0.0059401,-0.014116,-0.094128
-4.847,4.3651,0.95383,0.006362,-0.025165,-0.15274
-4.8471,4.2632,1.0539,0.01155,-0.043926,-0.1922
-4.8494,3.7518,0.74158,0.059306,-0.045172,-0.057782
-4.8491,3.8547,0.83843,0.050249,-0.043962,-0.097742
-4.8486,3.9584,0.94729,0.034369,-0.045977,-0.16154
-4.8479,4.0602,1.0519,0.021312,-0.056078,-0.19984
-4.8472,4.1603,1.1524,0.012134,-0.063215,-0.21583
-4.9492,4.5585,0.85038,0.0028102,-0.00064596,0.011871
-4.9491,4.4666,0.95145,-0.0023741,-0.018458,-0.11971
-4.949,4.3652,1.0524,-0.0035833,-0.044109,-0.19787
-4.949,4.2628,1.1522,-0.0029131,-0.061821,-0.22981
-4.9499,3.6505,0.74167,0.021421,-0.069364,-0.069676
-4.9497,3.752,0.83584,0.021369,-0.073849,-0.096602
-4.9496,3.8549,0.94204,0.011526,-0.070598,-0.15663
-4.9494,3.9577,1.0479,0.0049978,-0.073651,-0.20342
-4.9492,4.0592,1.1508,-0.00067926,-0.078227,-0.2341
-4.949,4.1599,1.2515,-0.0041864,-0.079964,-0.24942
-4.2585,3.5502,0.05015,-0.045054,-0.086379,0.013139
-4.1656,3.6511,0.050264,-0.051869,-0.14704,-0.013342
-4.259,3.6508,0.15055,-0.029756,-0.082132,0.04128
-4.0613,3.753,0.050372,0.00035578,-0.1609,-0.022175
-4.165,3.7526,0.15088,-0.028721,-0.15786,-0.033571
-4.2586,3.7523,0.25129,0.023852,-0.085947,0.03158
-3.9555,3.8551,0.05043,0.074497,-0.14369,-0.025827
-4.0578,3.8552,0.15115,0.027988,-0.15632,-0.054664
-4.1616,3.8553,0.2517,0.0045903,-0.14905,-0.08169
-4.2566,3.8542,0.3524,0.052657,-0.1044,-0.039853
